20100102	36
20100103	96
20100104	3641
20100105	985
20100106	1477
20100107	2448
20100108	2455
20100109	78
20100110	37
20100111	4070
20100112	4005
20100113	3479
20100114	4213
20100115	3488
20100116	82
20100117	29
20100118	4801
20100119	4428
20100120	4053
20100121	3603
20100122	4042
20100123	116
20100124	57
20100125	5092
20100126	4754
20100127	3826
20100128	4065
20100129	3668
20100130	100
20100131	110
20100201	4395
20100202	4562
20100203	3860
20100204	3814
20100205	3957
20100206	97
20100207	19
20100208	4749
20100209	4529
20100210	4056
20100211	4211
20100212	3888
20100213	82
20100214	52
20100215	4237
20100216	4207
20100217	3637
20100218	3866
20100219	3106
20100220	97
20100221	43
20100222	4535
20100223	4066
20100224	3529
20100225	4020
20100226	3800
20100227	99
20100228	48
20100301	4539
20100302	4160
20100303	3715
20100304	3898
20100305	3424
20100306	96
20100307	42
20100308	4425
20100309	3864
20100310	3831
20100311	4201
20100312	3489
20100313	66
20100314	34
20100315	4097
20100316	4336
20100317	4041
20100318	3826
20100319	3754
20100320	93
20100321	32
20100322	4477
20100323	4192
20100324	3881
20100325	4060
20100326	3497
20100327	69
20100328	40
20100329	4236
20100330	4081
20100331	3680
20100401	3535
20100402	24
20100403	29
20100404	13
20100405	23
20100406	3393
20100407	3485
20100408	3409
20100409	3412
20100410	110
20100411	36
20100412	4226
20100413	3846
20100414	3417
20100415	3716
20100416	3490
20100417	80
20100418	23
20100419	4026
20100420	3848
20100421	3842
20100422	3858
20100423	3432
20100424	71
20100425	36
20100426	3999
20100427	3722
20100428	3499
20100429	3664
20100430	3493
20100501	73
20100502	31
20100503	61
20100504	4170
20100505	3689
20100506	4209
20100507	3806
20100508	91
20100509	33
20100510	4333
20100511	4063
20100512	3857
20100513	4109
20100514	3568
20100515	70
20100516	24
20100517	4526
20100518	4147
20100519	3550
20100520	3381
20100521	3495
20100522	83
20100523	51
20100524	4531
20100525	4176
20100526	3602
20100527	3587
20100528	3267
20100529	36
20100530	23
20100531	19
20100601	3654
20100602	3393
20100603	3961
20100604	2906
20100605	92
20100606	42
20100607	4033
20100608	3885
20100609	3556
20100610	3814
20100611	3218
20100612	96
20100613	34
20100614	3958
20100615	3691
20100616	3530
20100617	4080
20100618	3271
20100619	82
20100620	33
20100621	4249
20100622	4129
20100623	3403
20100624	3950
20100625	3290
20100626	74
20100627	17
20100628	4413
20100629	3799
20100630	3384
20100701	4196
20100702	3316
20100703	57
20100704	31
20100705	4394
20100706	4035
20100707	3505
20100708	3696
20100709	3526
20100710	53
20100711	19
20100712	4402
20100713	3552
20100714	3402
20100715	3051
20100716	3166
20100717	46
20100718	40
20100719	4513
20100720	3880
20100721	3973
20100722	3961
20100723	3623
20100724	63
20100725	47
20100726	4436
20100727	3864
20100728	3658
20100729	3655
20100730	3032
20100731	118
20100801	75
20100802	3853
20100803	3466
20100804	3532
20100805	3614
20100806	3160
20100807	115
20100808	53
20100809	3841
20100810	3648
20100811	3394
20100812	3520
20100813	3382
20100814	112
20100815	20
20100816	4075
20100817	3618
20100818	3422
20100819	3719
20100820	3242
20100821	58
20100822	12
20100823	4320
20100824	3899
20100825	3340
20100826	3931
20100827	3062
20100828	58
20100829	31
20100830	57
20100831	3821
20100901	3679
20100902	3747
20100903	3440
20100904	115
20100905	43
20100906	4290
20100907	3791
20100908	3619
20100909	4287
20100910	3269
20100911	146
20100912	38
20100913	4502
20100914	3886
20100915	3599
20100916	3926
20100917	3651
20100918	142
20100919	70
20100920	4682
20100921	4592
20100922	3514
20100923	3479
20100924	3588
20100925	70
20100926	34
20100927	4347
20100928	4386
20100929	3812
20100930	4085
20101001	3291
20101002	156
20101003	40
20101004	4226
20101005	3951
20101006	3580
20101007	4288
20101008	3239
20101009	365
20101010	50
20101011	4952
20101012	4195
20101013	3892
20101014	4135
20101015	3296
20101016	346
20101017	30
20101018	4516
20101019	4260
20101020	3597
20101021	4160
20101022	3846
20101023	266
20101024	65
20101025	4337
20101026	4412
20101027	3743
20101028	3738
20101029	2970
20101030	195
20101031	37
20101101	4365
20101102	4011
20101103	3575
20101104	3899
20101105	3592
20101106	117
20101107	40
20101108	4729
20101109	4439
20101110	3544
20101111	4014
20101112	3778
20101113	177
20101114	41
20101115	4294
20101116	3938
20101117	3260
20101118	3891
20101119	3395
20101120	137
20101121	30
20101122	4432
20101123	4208
20101124	3337
20101125	3118
20101126	3578
20101127	94
20101128	41
20101129	4283
20101130	3680
20101201	2716
20101202	3485
20101203	2878
20101204	106
20101205	31
20101206	3863
20101207	3585
20101208	3401
20101209	3740
20101210	3078
20101211	86
20101212	31
20101213	4092
20101214	3773
20101215	3355
20101216	3743
20101217	3106
20101218	80
20101219	40
20101220	3942
20101221	3807
20101222	2981
20101223	3135
20101224	1566
20101225	32
20101226	24
20101227	45
20101228	38
20101229	2690
20101230	2887
20101231	1749
20110101	349
20110102	42
20110103	44
20110104	3980
20110105	3943
20110106	4457
20110107	3603
20110108	84
20110109	35
20110110	4706
20110111	4420
20110112	3806
20110113	4289
20110114	4122
20110115	118
20110116	46
20110117	5216
20110118	4637
20110119	3716
20110120	4479
20110121	4173
20110122	46
20110123	36
20110124	4828
20110125	4760
20110126	4195
20110127	4710
20110128	3820
20110129	168
20110130	36
20110131	4894
20110201	4618
20110202	3827
20110203	4295
20110204	4102
20110205	99
20110206	37
20110207	4680
20110208	4548
20110209	3749
20110210	4548
20110211	3736
20110212	155
20110213	32
20110214	4391
20110215	4213
20110216	3946
20110217	4492
20110218	3618
20110219	128
20110220	39
20110221	5285
20110222	4296
20110223	3777
20110224	4019
20110225	3540
20110226	75
20110227	39
20110228	4439
20110301	4366
20110302	3677
20110303	4408
20110304	3631
20110305	113
20110306	92
20110307	4531
20110308	4720
20110309	4016
20110310	4513
20110311	3617
20110312	113
20110313	72
20110314	4638
20110315	6050
20110316	4189
20110317	4094
20110318	3606
20110319	96
20110320	36
20110321	4586
20110322	4641
20110323	3862
20110324	4656
20110325	3544
20110326	103
20110327	37
20110328	4224
20110329	4365
20110330	3629
20110331	4248
20110401	3362
20110402	129
20110403	30
20110404	4870
20110405	4481
20110406	3864
20110407	4581
20110408	3702
20110409	97
20110410	43
20110411	4434
20110412	4138
20110413	3823
20110414	3582
20110415	3314
20110416	74
20110417	73
20110418	4294
20110419	4170
20110420	3151
20110421	3571
20110422	43
20110423	50
20110424	28
20110425	43
20110426	3388
20110427	3383
20110428	3638
20110429	34
20110430	70
20110501	75
20110502	56
20110503	4029
20110504	3795
20110505	4145
20110506	3795
20110507	85
20110508	46
20110509	4508
20110510	3736
20110511	3754
20110512	4141
20110513	3524
20110514	81
20110515	52
20110516	4653
20110517	4581
20110518	3851
20110519	3909
20110520	3716
20110521	79
20110522	18
20110523	4206
20110524	4474
20110525	3587
20110526	4190
20110527	3610
20110528	53
20110529	37
20110530	37
20110531	4303
20110601	3479
20110602	4101
20110603	3446
20110604	128
20110605	30
20110606	4314
20110607	4393
20110608	3500
20110609	4006
20110610	3797
20110611	47
20110612	24
20110613	5055
20110614	4187
20110615	3389
20110616	3976
20110617	3536
20110618	101
20110619	38
20110620	4454
20110621	4263
20110622	3581
20110623	4150
20110624	3339
20110625	94
20110626	54
20110627	4149
20110628	4071
20110629	3591
20110630	3707
20110701	3250
20110702	79
20110703	33
20110704	4085
20110705	3764
20110706	3608
20110707	4277
20110708	3762
20110709	92
20110710	30
20110711	4339
20110712	4253
20110713	3836
20110714	3645
20110715	3383
20110716	80
20110717	45
20110718	4064
20110719	4312
20110720	3596
20110721	3909
20110722	3274
20110723	73
20110724	26
20110725	4055
20110726	4020
20110727	3711
20110728	4154
20110729	3100
20110730	119
20110731	30
20110801	4179
20110802	4059
20110803	3969
20110804	3843
20110805	3463
20110806	132
20110807	22
20110808	4141
20110809	3838
20110810	3704
20110811	4200
20110812	3541
20110813	145
20110814	45
20110815	4225
20110816	4356
20110817	3466
20110818	4053
20110819	3508
20110820	163
20110821	21
20110822	3967
20110823	4161
20110824	3407
20110825	4312
20110826	3128
20110827	64
20110828	38
20110829	25
20110830	3891
20110831	3364
20110901	3981
20110902	3255
20110903	99
20110904	22
20110905	4474
20110906	4313
20110907	3607
20110908	4237
20110909	3472
20110910	62
20110911	36
20110912	4576
20110913	4215
20110914	3585
20110915	3826
20110916	3838
20110917	123
20110918	76
20110919	4579
20110920	4344
20110921	3785
20110922	4191
20110923	3686
20110924	58
20110925	67
20110926	4599
20110927	5341
20110928	3594
20110929	4696
20110930	3430
20111001	153
20111002	41
20111003	5311
20111004	4254
20111005	3921
20111006	5250
20111007	3397
20111008	83
20111009	38
20111010	4637
20111011	4302
20111012	3479
20111013	4695
20111014	3526
20111015	176
20111016	53
20111017	4688
20111018	4128
20111019	4032
20111020	3801
20111021	3303
20111022	143
20111023	32
20111024	3978
20111025	3740
20111026	3431
20111027	3595
20111028	3140
20111029	111
20111030	39
20111031	4351
20111101	4135
20111102	4093
20111103	5898
20111104	3755
20111105	110
