20100102	2
20100103	6
20100104	271
20100105	55
20100106	97
20100107	195
20100108	190
20100109	10
20100110	8
20100111	308
20100112	331
20100113	320
20100114	324
20100115	270
20100116	25
20100117	12
20100118	348
20100119	385
20100120	345
20100121	288
20100122	310
20100123	12
20100124	14
20100125	477
20100126	341
20100127	382
20100128	341
20100129	286
20100130	12
20100131	6
20100201	349
20100202	410
20100203	349
20100204	349
20100205	283
20100206	20
20100207	8
20100208	296
20100209	438
20100210	408
20100211	321
20100212	293
20100213	13
20100214	9
20100215	365
20100216	284
20100217	301
20100218	295
20100219	205
20100220	13
20100221	3
20100222	356
20100223	354
20100224	395
20100225	371
20100226	282
20100227	28
20100228	30
20100301	353
20100302	394
20100303	338
20100304	290
20100305	237
20100306	10
20100307	7
20100308	351
20100309	300
20100310	347
20100311	402
20100312	251
20100313	8
20100314	8
20100315	387
20100316	393
20100317	322
20100318	299
20100319	267
20100320	19
20100321	7
20100322	364
20100323	340
20100324	295
20100325	307
20100326	263
20100327	6
20100328	8
20100329	284
20100330	342
20100331	343
20100401	274
20100402	9
20100403	5
20100404	10
20100405	6
20100406	219
20100407	289
20100408	267
20100409	204
20100410	7
20100411	2
20100412	301
20100413	362
20100414	316
20100415	283
20100416	278
20100417	14
20100418	10
20100419	312
20100420	317
20100421	261
20100422	307
20100423	321
20100424	14
20100425	6
20100426	376
20100427	365
20100428	327
20100429	341
20100430	252
20100501	33
20100502	6
20100503	12
20100504	288
20100505	314
20100506	311
20100507	275
20100508	13
20100509	8
20100510	319
20100511	422
20100512	313
20100513	329
20100514	267
20100515	23
20100516	11
20100517	370
20100518	378
20100519	331
20100520	258
20100521	245
20100522	19
20100523	10
20100524	356
20100525	421
20100526	353
20100527	295
20100528	236
20100529	12
20100530	6
20100531	21
20100601	346
20100602	374
20100603	283
20100604	235
20100605	15
20100606	10
20100607	332
20100608	370
20100609	355
20100610	308
20100611	201
20100612	30
20100613	6
20100614	337
20100615	380
20100616	409
20100617	342
20100618	247
20100619	18
20100620	5
20100621	291
20100622	441
20100623	389
20100624	322
20100625	257
20100626	23
20100627	8
20100628	357
20100629	328
20100630	315
20100701	353
20100702	289
20100703	9
20100704	9
20100705	357
20100706	391
20100707	347
20100708	332
20100709	244
20100710	9
20100711	7
20100712	349
20100713	366
20100714	337
20100715	241
20100716	282
20100717	12
20100718	7
20100719	305
20100720	344
20100721	327
20100722	289
20100723	314
20100724	10
20100725	7
20100726	363
20100727	421
20100728	435
20100729	359
20100730	239
20100731	49
20100801	18
20100802	358
20100803	353
20100804	334
20100805	245
20100806	271
20100807	16
20100808	6
20100809	317
20100810	334
20100811	307
20100812	285
20100813	279
20100814	16
20100815	2
20100816	331
20100817	368
20100818	318
20100819	296
20100820	244
